Date,Symbol,Name_of_Company,VGM_Ratings,Value,Growth,Momentum,Low_Risk,Sector,Industry,Open,High,Low,Close,Prev_Close,Change,Change%,Volume,Avg_Vol_20D,52_Week_High,52_Week_Low,1W_Return,1M_Return,3M_Return,6M_Return,YTD_Performance,1Y_Return,Marketcap,PB_Ratio,PS_Ratio,PE_Ratio,Dividend_Yield,Price_to_Free_Cash_Flow_Ratio,FCF_Yield,EV_to_EBITDA,Revenue_Growth,EPS_Growth,Operating_Income_Growth,FCF_Growth,Asset_Growth,ROE,ROCE,Short_Term_Momentum,Medium_Term_Momentum,Long_Term_Momentum,Short_Term_Industry_Momentum,Medium_Term_Industry_Momentum,Long_Term_Industry_Momentum
2024-12-30,CRDO,Credo Technology Group Holding Ltd,10,10,7,10,2,Technology,Communication Equipment,67.67,71.06,66.94,69.6,69.29,0.31,0.45,2290543,5042537.0,78.97,16.82,3.82,75.05,97.61,258.02,278.67,341.62,11587495200.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.5,4.0,3.0,0.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
2024-12-30,DTM,"DT Midstream, Inc.",10,8,6,10,10,Energy,Oil & Gas Midstream,99.94,100.78,98.65,100.11,99.99,0.12,0.12,386771,1006743.0,109.85,51.17,2.65,-0.67,32.14,60.97,81.62,91.67,9720681000.0,3.0,5.0,4.5,3.5,3.5,3.5,4.0,2.5,2.0,3.5,2.0,0.5,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,LLYVK,Liberty Live Group,10,8,9,10,6,Communication Services,Entertainment,68.26,69.09,67.66,68.82,69.0,-0.18,-0.26,142395,325788.0,73.89,33.5,2.03,6.11,75.61,67.49,88.65,-,6313271519.0,5.0,0.5,4.0,5.0,5.0,5.0,4.5,3.0,4.0,2.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
2024-12-30,LLYVA,Liberty Live Group,10,8,9,10,6,Communication Services,Entertainment,66.74,67.69,66.39,67.28,67.49,-0.21,-0.31,66223,110920.0,72.88,32.54,1.16,6.34,74.89,70.03,88.35,-,6313271519.0,5.0,0.5,4.0,5.0,5.0,5.0,4.5,3.0,4.0,2.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
2024-12-30,LMND,"Lemonade, Inc.",10,10,9,10,1,Financial Services,Insurance - Property & Casualty,38.67,38.89,37.23,38.27,39.4,-1.13,-2.87,1644322,2352502.0,53.85,14.03,0.45,14.92,120.7,134.07,124.59,65.46,2722453938.0,3.5,4.5,5.0,5.0,4.5,4.5,5.0,1.0,5.0,1.0,1.5,4.5,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.0
2024-12-30,TWLO,Twilio Inc.,10,9,9,10,4,Communication Services,Internet Content & Information,107.31,109.35,106.33,108.62,109.29,-0.67,-0.61,1099794,2541032.0,116.43,52.51,2.44,12.45,84.41,84.01,52.71,72.88,17280476368.0,0.5,2.5,5.0,5.0,2.5,2.5,4.5,2.5,2.0,4.5,4.0,1.5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.5
2024-12-30,XMTR,"Xometry, Inc.",10,7,8,10,1,Industrials,Industrial - Machinery,43.83,44.97,42.6,43.88,44.18,-0.3,-0.68,563833,663164.0,45.33,11.08,19.89,50.84,129.38,164.82,26.6,102.12,2162501356.0,1.5,1.5,5.0,5.0,5.0,5.0,5.0,1.0,1.5,4.5,3.0,1.5,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.5
2024-12-30,AAOI,"Applied Optoelectronics, Inc.",10,9,9,10,1,Technology,Semiconductors,36.98,36.99,34.19,36.24,37.74,-1.5,-3.97,1923157,3852245.0,44.5,6.7,11.89,35.22,301.33,224.73,93.9,346.31,1533380030.0,2.0,1.5,5.0,5.0,5.0,5.0,5.0,0.5,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0,5.0,4.5
2024-12-30,KGS,"Kodiak Gas Services, Inc.",10,9,9,10,5,Energy,Oil & Gas Equipment & Services,40.55,41.0,40.06,40.92,40.45,0.47,1.16,668731,1054402.0,44.2,19.88,5.08,12.29,56.78,53.66,102.78,143.14,3449232036.0,2.5,4.5,5.0,2.5,5.0,5.0,4.0,1.0,4.5,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,GDYN,"Grid Dynamics Holdings, Inc.",10,8,7,10,5,Technology,Information Technology Services,22.5,22.79,21.97,22.5,22.7,-0.2,-0.88,1953962,876584.0,24.16,9.07,10.24,38.46,64.96,111.47,71.62,112.87,1725682500.0,1.5,3.5,4.0,5.0,4.5,4.5,4.5,1.0,0.5,5.0,4.0,4.5,4.5,4.5,5.0,5.0,4.5,5.0,5.0,4.5
2024-12-30,VSCO,Victoria's Secret & Co.,10,9,10,10,1,Consumer Cyclical,Apparel - Retail,41.65,42.88,41.15,41.89,42.26,-0.37,-0.88,1599644,2302333.0,48.73,15.12,-1.25,14.2,80.48,139.65,54.46,109.35,3309310000.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.5,4.5,4.5,5.0,5.0,5.0,5.0,4.0,4.5,5.0,3.5
2024-12-30,CRK,"Comstock Resources, Inc.",10,8,8,10,4,Energy,Oil & Gas Exploration & Production,18.0,19.25,17.85,18.92,17.09,1.83,10.71,4239767,2067761.0,19.25,7.07,22.22,41.51,76.66,103.88,111.63,54.07,5490016400.0,3.5,3.5,5.0,5.0,5.0,5.0,3.5,1.0,1.5,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,MSTR,MicroStrategy Incorporated,10,10,10,10,1,Technology,Software - Application,319.4,320.01,301.75,302.96,330.0,-27.04,-8.19,25771230,25077696.0,543.0,43.87,-7.2,-11.06,126.41,126.78,342.15,587.3,59765828079.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.5,0.5,4.5,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.0,5.0
2024-12-30,TARS,"Tarsus Pharmaceuticals, Inc.",10,9,7,10,4,Healthcare,Biotechnology,54.69,57.14,53.51,54.7,55.0,-0.3,-0.55,506643,509714.0,57.14,18.99,5.19,22.02,116.12,56.55,171.33,135.37,2099493649.0,3.5,2.5,5.0,5.0,5.0,5.0,5.0,2.5,1.5,4.5,1.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,QTWO,"Q2 Holdings, Inc.",10,9,9,10,7,Technology,Software - Application,101.74,102.25,100.07,100.73,103.36,-2.63,-2.54,396996,710439.0,112.82,39.66,-2.26,3.72,38.46,99.98,138.36,206.92,6075026300.0,3.5,3.5,5.0,5.0,2.0,2.0,4.0,4.0,2.5,2.5,1.5,3.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0
2024-12-30,FWONK,Formula One Group,10,10,10,10,9,Communication Services,Entertainment,93.87,94.8,93.17,94.0,93.92,0.08,0.09,914199,1346052.0,96.9,61.44,-0.69,15.18,21.29,38.44,50.83,30.63,22748000000.0,3.0,5.0,5.0,4.5,1.0,1.5,5.0,4.5,5.0,4.0,1.5,5.0,5.0,3.5,5.0,5.0,5.0,4.5,4.0,4.0
2024-12-30,INTA,"Intapp, Inc.",10,10,10,10,5,Technology,Software - Application,64.7,66.0,63.83,65.02,65.85,-0.83,-1.26,384644,718045.0,71.34,30.36,0.63,15.84,50.54,109.2,77.12,62.63,4915772080.0,3.0,4.0,5.0,5.0,2.5,2.5,5.0,2.5,5.0,0.5,3.0,2.5,5.0,5.0,5.0,5.0,4.5,4.5,5.0,4.5
2024-12-30,FWONA,Formula One Group,10,10,10,10,9,Communication Services,Entertainment,84.15,85.56,84.15,85.12,84.94,0.18,0.21,55230,130838.0,87.42,55.86,-0.06,14.52,21.34,41.56,48.89,31.3,22748000000.0,3.0,5.0,5.0,4.5,1.0,1.5,5.0,4.5,5.0,4.0,1.5,5.0,5.0,3.5,5.0,5.0,5.0,4.5,4.5,4.0
2024-12-30,EAT,"Brinker International, Inc.",10,3,4,10,5,Consumer Cyclical,Restaurants,130.49,133.27,128.33,132.1,132.47,-0.37,-0.28,1333049,1027254.0,137.86,37.25,0.59,12.47,92.62,193.43,214.0,235.28,5931290000.0,4.5,1.5,2.0,5.0,4.5,4.5,1.0,4.5,3.5,1.5,4.0,0.5,0.5,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,MIR,"Mirion Technologies, Inc.",10,5,10,10,7,Industrials,Industrial - Machinery,17.42,17.65,17.25,17.46,17.62,-0.16,-0.91,937785,2198857.0,18.81,9.11,-0.63,15.02,61.82,66.76,71.34,120.45,3608562960.0,0.5,2.5,5.0,5.0,4.5,4.5,2.5,2.5,4.0,0.5,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,NTRA,"Natera, Inc.",10,10,8,10,5,Healthcare,Medical - Diagnostics & Research,157.42,161.53,155.12,158.55,160.26,-1.71,-1.07,683586,1097693.0,175.63,58.53,0.29,8.55,29.31,75.35,156.06,233.93,19624526250.0,4.5,5.0,5.0,5.0,4.5,4.5,5.0,1.0,2.5,3.5,0.5,4.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0
2024-12-30,OLO,Olo Inc.,10,8,10,10,6,Technology,Software - Application,7.5,7.81,7.4,7.7,7.63,0.07,0.92,1254729,1586926.0,8.18,4.2,0.79,19.94,41.28,58.11,42.07,7.84,1251074894.0,0.5,1.5,5.0,5.0,4.0,4.0,4.5,3.5,4.5,1.0,4.5,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
2024-12-30,KMI,"Kinder Morgan, Inc.",10,6,7,10,10,Energy,Oil & Gas Midstream,27.16,27.55,26.93,27.36,27.18,0.18,0.66,7849770,12227077.0,28.81,16.47,4.27,0.33,30.29,52.25,53.45,55.1,60766560000.0,2.0,3.5,3.0,2.5,4.5,4.5,4.0,2.0,1.0,3.5,3.5,3.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,4.5
2024-12-30,SOFI,"SoFi Technologies, Inc.",10,7,6,10,2,Financial Services,Financial - Credit Services,15.57,15.88,15.42,15.63,15.98,-0.35,-2.19,30819383,46170698.0,17.19,6.01,3.99,14.67,117.39,119.52,61.97,63.32,16742226829.0,2.0,3.5,4.0,5.0,5.0,5.0,4.0,1.0,0.5,5.0,5.0,4.5,4.0,4.5,5.0,5.0,4.0,5.0,5.0,3.0
2024-12-30,USLM,"United States Lime & Minerals, Inc.",10,7,3,10,6,Basic Materials,Construction Materials,135.39,137.32,132.91,134.64,135.58,-0.94,-0.69,77518,115747.0,159.53,42.87,0.67,-4.65,74.54,129.25,192.7,221.34,3849896159.0,4.0,5.0,3.5,4.5,4.0,4.0,3.5,1.5,2.0,3.5,4.0,5.0,2.0,1.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,AXON,"Axon Enterprise, Inc.",10,10,3,10,9,Industrials,Aerospace & Defense,601.2,607.24,591.14,604.32,610.98,-6.66,-1.09,624170,1222510.0,698.67,241.72,-1.85,0.83,62.15,99.24,140.16,228.38,45745211040.0,4.5,5.0,4.5,5.0,4.5,4.5,4.5,0.5,1.0,1.5,3.5,5.0,2.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0
2024-12-30,PL,Planet Labs PBC,10,9,8,10,1,Industrials,Aerospace & Defense,4.25,4.29,4.02,4.21,4.38,-0.17,-3.88,5118212,7097818.0,4.99,1.67,8.51,43.69,64.45,132.6,76.89,26.05,1234954344.0,0.5,3.0,5.0,5.0,3.5,3.5,5.0,3.0,1.5,4.5,1.5,0.5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.5
2024-12-30,PRAX,"Praxis Precision Medicines, Inc.",10,9,10,10,3,Healthcare,Biotechnology,76.12,76.86,74.0,76.26,77.0,-0.74,-0.96,96293,349723.0,86.93,19.61,4.7,6.27,53.26,42.84,264.88,366.42,1440136698.0,2.5,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,1.0,3.0,2.0,5.0,5.0,4.5,4.5,5.0,4.5,5.0,5.0
2024-12-30,PAR,PAR Technology Corporation,10,9,9,10,6,Technology,Software - Application,72.37,74.3,71.59,73.43,73.28,0.15,0.2,207054,383810.0,82.24,37.74,-2.74,1.53,35.68,74.79,72.01,122.52,2633566950.0,1.5,3.0,5.0,5.0,1.0,1.0,5.0,0.5,4.5,2.0,0.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,4.5
2024-12-30,GLNG,Golar LNG Limited,10,10,10,10,8,Energy,Oil & Gas Midstream,41.75,42.38,41.37,41.94,41.89,0.05,0.12,683427,1447480.0,44.08,19.94,1.06,23.35,29.68,68.77,80.08,74.39,4361760000.0,5.0,0.5,5.0,3.5,5.0,5.0,5.0,3.0,5.0,0.5,5.0,4.5,5.0,5.0,4.5,4.5,5.0,3.0,3.0,4.0
2024-12-30,NRGV,"Energy Vault Holdings, Inc.",10,10,10,10,1,Utilities,Renewable Utilities,2.2,2.55,2.16,2.47,2.25,0.22,9.78,7413758,1795911.0,2.55,0.78,63.58,69.18,158.53,112.93,10.76,-20.06,372505640.0,0.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.5,4.5,1.0,5.0,5.0,5.0,5.0,2.5,5.0,4.5,3.5
2024-12-30,PRM,"Perimeter Solutions, SA",10,9,9,10,4,Basic Materials,Chemicals - Specialty,12.84,12.96,12.67,12.78,12.97,-0.19,-1.46,532667,1070865.0,14.44,3.88,0.55,5.1,17.25,79.75,178.43,134.5,1855939575.0,2.0,3.0,5.0,5.0,0.5,0.5,5.0,0.5,5.0,0.5,0.5,5.0,5.0,5.0,2.5,5.0,5.0,4.0,5.0,5.0
2024-12-30,GKOS,Glaukos Corporation,10,10,9,10,9,Healthcare,Medical - Devices,148.86,151.66,148.23,149.51,151.16,-1.65,-1.09,623882,616615.0,153.5,74.75,4.01,8.0,14.95,54.39,93.97,96.44,8228581869.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.5,3.5,2.5,2.5,5.0,5.0,4.5,4.0,5.0,4.5,4.5,5.0
2024-12-30,ARQT,"Arcutis Biotherapeutics, Inc.",10,10,7,10,2,Healthcare,Biotechnology,14.34,14.64,13.91,14.2,14.3,-0.1,-0.7,1339082,2132776.0,15.79,3.07,0.64,53.35,70.67,40.73,313.99,37.07,1765092901.0,4.0,2.5,5.0,5.0,5.0,5.0,5.0,2.0,1.5,4.5,1.5,3.5,5.0,5.0,5.0,3.5,5.0,5.0,4.5,5.0
2024-12-30,PEGA,Pegasystems Inc.,10,10,10,10,7,Technology,Software - Application,93.44,94.06,92.02,93.29,94.46,-1.17,-1.24,340933,401926.0,97.94,44.07,-0.89,7.79,38.78,59.58,99.04,70.27,7987956250.0,4.0,2.5,5.0,5.0,3.5,3.5,5.0,5.0,5.0,0.5,4.0,3.5,5.0,5.0,4.5,4.5,5.0,3.5,4.5,5.0
2024-12-30,SMR,NuScale Power Corporation,10,10,9,10,1,Utilities,Renewable Utilities,19.05,19.06,17.56,18.21,19.51,-1.3,-6.66,8755359,8920361.0,32.3,1.88,-4.21,-20.86,126.77,275.46,479.94,143.12,5293384161.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.5,3.0,3.0,4.5,5.0,5.0,4.5,3.5,5.0,4.0,4.0,5.0
2024-12-30,AXGN,"AxoGen, Inc.",10,10,10,10,2,Healthcare,Medical - Devices,16.56,16.66,15.8,16.49,16.66,-0.17,-1.02,329417,308665.0,17.23,5.55,11.04,30.46,33.52,134.57,138.64,89.54,723615993.0,3.5,2.5,5.0,5.0,3.5,3.5,4.5,2.5,3.5,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,3.5,5.0,5.0
2024-12-30,ALGT,Allegiant Travel Company,10,8,10,10,3,Industrials,"Airlines, Airports & Air Services",91.08,92.62,88.89,92.24,91.11,1.13,1.24,238663,307426.0,94.45,36.09,12.32,18.73,125.47,51.84,13.75,-28.04,1652295120.0,1.0,2.0,5.0,4.5,5.0,5.0,3.5,5.0,5.0,0.5,5.0,0.5,5.0,5.0,5.0,5.0,3.0,4.5,4.5,1.0
2024-12-30,FI,"Fiserv, Inc.",10,5,6,10,10,Technology,Information Technology Services,206.17,207.41,204.15,206.27,207.95,-1.68,-0.81,1912701,3190657.0,223.23,131.41,1.98,-2.2,22.21,39.19,55.0,59.43,118337099000.0,3.0,4.5,3.5,5.0,2.5,2.5,2.5,2.5,4.0,3.5,2.0,0.5,3.5,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,AVPT,"AvePoint, Inc.",10,8,4,10,8,Technology,Software - Infrastructure,16.71,16.78,16.42,16.48,16.95,-0.47,-2.77,2214990,1408288.0,19.16,7.08,-7.1,4.77,53.3,113.47,108.61,179.32,3031430080.0,3.5,3.5,4.5,5.0,1.0,1.0,4.0,0.5,1.0,5.0,1.0,4.5,3.5,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,CMPO,"CompoSecure, Inc.",10,10,4,10,5,Industrials,Manufacturing - Metal Fabrication,15.62,15.9,15.5,15.65,15.85,-0.2,-1.26,1134396,829197.0,17.03,4.61,0.51,13.32,35.62,134.63,186.11,117.66,598024686.0,5.0,2.0,5.0,5.0,0.5,1.0,5.0,2.5,5.0,2.5,3.5,5.0,0.5,0.5,4.0,5.0,5.0,3.0,5.0,5.0
2024-12-30,HNST,"The Honest Company, Inc.",10,8,5,10,3,Consumer Cyclical,Specialty Retail,6.83,7.07,6.65,6.9,6.93,-0.03,-0.43,2014255,3026749.0,8.97,2.4,4.86,-0.14,58.62,119.75,116.3,333.96,694764353.0,2.0,2.0,4.5,5.0,1.0,1.0,4.5,1.0,1.0,4.5,0.5,4.0,4.5,4.5,5.0,5.0,4.5,5.0,5.0,4.0
2024-12-30,CCB,Coastal Financial Corporation,10,7,1,10,8,Financial Services,Banks - Regional,82.85,86.38,82.85,85.98,83.72,2.26,2.7,135626,137304.0,86.38,35.67,8.79,17.27,70.36,125.79,96.39,92.35,1156178734.0,4.5,0.5,3.5,5.0,0.5,0.5,5.0,2.5,1.5,4.0,3.5,4.0,0.5,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,GBTG,"Global Business Travel Group, Inc.",10,9,10,10,7,Technology,Software - Application,9.26,9.41,9.15,9.35,9.37,-0.02,-0.21,553053,963118.0,9.6,4.49,0.32,5.29,34.73,58.21,47.94,30.95,4322421252.0,2.0,1.0,5.0,5.0,1.5,1.5,5.0,4.5,5.0,1.0,2.5,2.0,5.0,4.0,5.0,5.0,4.5,4.0,4.5,4.5
2024-12-30,SRRK,Scholar Rock Holding Corporation,10,10,9,10,2,Healthcare,Biotechnology,43.99,44.54,42.9,42.91,44.46,-1.55,-3.49,837967,971550.0,46.19,6.76,1.95,61.99,377.31,221.91,145.2,511.25,4164442833.0,4.5,0.5,5.0,5.0,5.0,5.0,5.0,4.0,3.5,2.0,3.5,0.5,5.0,5.0,5.0,4.5,3.0,5.0,5.0,3.5
2024-12-30,MRVL,"Marvell Technology, Inc.",10,10,8,10,3,Technology,Semiconductors,110.72,113.11,109.78,111.66,113.62,-1.96,-1.73,6199662,19851687.0,126.15,53.19,2.34,27.13,62.63,64.5,91.95,76.62,96664062000.0,3.5,4.5,5.0,4.5,3.0,3.0,5.0,1.0,0.5,0.5,1.5,0.5,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0
2024-12-30,RELY,"Remitly Global, Inc.",10,7,6,10,6,Technology,Software - Infrastructure,22.62,22.97,22.39,22.7,22.8,-0.1,-0.44,802027,1464891.0,23.11,11.6,5.04,15.58,64.73,22.57,19.47,21.59,4453045765.0,2.0,1.5,4.5,5.0,0.5,0.5,4.0,1.0,1.0,4.5,1.0,3.0,4.5,4.5,5.0,5.0,3.0,5.0,5.0,3.5
2024-12-30,SFM,"Sprouts Farmers Market, Inc.",10,9,2,10,9,Consumer Defensive,Grocery Stores,127.81,128.48,125.18,127.3,128.5,-1.2,-0.93,1419779,1276817.0,155.64,47.63,-5.49,-10.35,32.59,104.27,159.58,219.53,12748840400.0,4.5,5.0,4.5,5.0,2.5,2.5,4.0,0.5,4.5,2.0,0.5,4.5,0.5,0.5,4.5,5.0,5.0,5.0,5.0,5.0
2024-12-30,WRBY,Warby Parker Inc.,10,9,9,10,4,Healthcare,Medical - Instruments & Supplies,23.93,24.68,23.76,24.21,24.42,-0.21,-0.86,1103319,1640041.0,25.89,11.35,-0.21,12.87,74.68,85.8,62.48,66.39,2926647953.0,4.0,1.5,5.0,5.0,3.0,3.0,5.0,1.5,1.0,4.5,3.5,3.5,5.0,5.0,5.0,4.5,4.5,5.0,5.0,4.5
2024-12-30,JEF,Jefferies Financial Group Inc.,10,2,7,10,9,Financial Services,Financial - Capital Markets,78.0,79.43,77.57,78.87,78.85,0.02,0.03,1291195,1382402.0,82.04,38.77,4.8,6.29,37.43,90.97,95.13,113.68,16913829240.0,0.5,1.0,2.0,2.5,5.0,5.0,1.0,1.5,1.5,3.0,5.0,1.0,4.5,3.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,SPOT,Spotify Technology S.A.,10,10,4,10,7,Communication Services,Internet Content & Information,450.0,455.17,444.85,451.79,456.48,-4.69,-1.03,1559689,1884656.0,506.47,185.37,-0.52,-1.42,32.03,55.51,139.3,161.94,93075533566.0,5.0,0.5,5.0,5.0,5.0,5.0,5.0,2.0,4.5,4.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,4.5,4.0,5.0
2024-12-30,DASH,"DoorDash, Inc.",10,9,7,10,6,Communication Services,Internet Content & Information,166.67,170.34,165.46,169.6,169.34,0.26,0.15,1438104,2523982.0,181.78,93.33,1.16,0.1,31.68,27.61,75.82,102.77,70062777600.0,4.5,3.5,4.5,5.0,4.5,4.5,4.5,4.0,1.0,5.0,4.0,3.5,4.0,4.0,4.5,5.0,5.0,4.0,5.0,5.0
2024-12-30,LC,LendingClub Corporation,10,7,7,10,5,Financial Services,Financial - Credit Services,16.39,16.59,16.22,16.41,16.71,-0.3,-1.8,913535,1899481.0,18.75,7.48,0.67,9.99,38.95,110.38,89.49,58.86,1838612534.0,1.5,4.5,3.5,5.0,5.0,5.0,5.0,5.0,3.0,0.5,2.0,5.0,4.0,5.0,5.0,5.0,4.5,4.5,5.0,4.5
2024-12-30,SLM,SLM Corporation,10,9,10,10,9,Financial Services,Financial - Credit Services,27.77,27.82,27.38,27.55,27.87,-0.32,-1.15,1789565,2846672.0,28.24,18.04,0.29,12.59,30.88,32.96,43.27,66.67,5919751150.0,3.0,4.0,5.0,3.5,5.0,5.0,5.0,4.5,5.0,0.5,2.5,4.0,5.0,5.0,5.0,4.5,4.5,4.5,3.5,4.0
